id,justification,Category
16309,because the car in front has moved up as well.,No Label
7898,after it has moved past the vehicle parked to its right.,ego car driving intention: vehicle longitudinal activity:passing&interaction with other road users:lead vehicle:park
11709,due to it being at a red light.,traffic conditions:traffic light:red light
415,The car is preparing to roll through a stop sign at an intersection.,traffic conditions:traffic sign:stop sign
1336,The light controlling the intersection has turned red.,traffic conditions:traffic light:red light
15971,when the light turns green,traffic conditions:traffic light:green light
7609,because there are no cars nearby.,road condition:availability:clear road
7586,as the car in front moves up slightly.,interaction with other road users:lead vehicle:moving forward:slowly
9797,because the traffic is moving forward at a medium pace.,interaction with other road users:traffic:moving forward:normally
6244,as its lane splits into two lanes of traffic.,unclassified
12892,because there is a stop sign at an intersection.,traffic conditions:traffic sign:stop sign
10533,because the stop light is red.,traffic conditions:traffic light:red light
15197,because there are four cars emerging into the street ahead from the left side.,unclassified
5782,as the light is still red.,traffic conditions:traffic light:red light
209,because it going to turn to the right into an alleyway,ego car driving intention: vehicle lateral activity:turning
13890,as the light turns green and traffic starts moving.,traffic conditions:traffic light:green light
4822,"Because the previous speed bump has been passed, and the driver can resume their previous speed.",road condition:speed regulations:speed bump
2266,because the light is red.,traffic conditions:traffic light:red light
7070,as the lane ahead is clear and traffic is moving smoothly.,road condition:availability:clear road&interaction with other road users:traffic:moving forward:normally
9314,because the roadway is clear.,road condition:availability:clear road
11839,because there are no other cars impeding its progress.,road condition:availability:clear road
9948,since the lane to the right is clear.,road condition:availability:clear road
15006,because the light is green and the road is clear.,traffic conditions:traffic light:green light&road condition:availability:clear road
6059,so that it may enter another road while the light is green.,ego car driving intention: vehicle lateral activity:enter another road
15159,because there are many cars stopped behind a red light.,traffic conditions:traffic light:red light
3806,because there is a stop sign.,traffic conditions:traffic sign:stop sign
7172,since the street is clear.,road condition:availability:clear road
12963,because it's pulling out into traffic.,unclassified
14619,because the street is empty.,road condition:availability:clear road
10352,because the intersection is clear.,road condition:availability:clear road
1702,Because the traffic light is red and the cars in front of it have come to a complete stop.,interaction with other road users:traffic:stop&traffic conditions:traffic light:red light
14449,because the light is green and the intersection is clear.,traffic conditions:traffic light:green light&road condition:availability:clear road
4221,because a traffic light has turned red.,traffic conditions:traffic light:red light
6383,because it is parked in a parking lot.,ego car driving intention: vehicle longitudinal activity:park
