id,Justification,Category
364,because traffic ahead is moving slowly.,interaction with other road users:traffic:moving forward:slowly
586,as it approaches a stop sign.,traffic conditions:traffic sign:stop sign
268,because the cars in front are also stopped.,interaction with other road users:lead vehicle:stop
1241,because the light is red.,traffic conditions:traffic light:red light
236,as it had been before.,unclassified
75,because the light is green.,traffic conditions:traffic light:green light
1895,The car is parked.,ego car driving intention:vehicle longitudinal activity:park
115,because there are no more obstacles.,road condition:availability:clear road
1317,since there is a red light.,traffic conditions:traffic light:red light
319,since that's the direction the cars are headed.,unclassified
1081,The car is approaching an intersection with a stop sign.,traffic conditions:traffic sign:stop sign
193,because it's turning to the right.,ego car driving intention:vehicle lateral activity:turning
1719,because the light has turned green.,traffic conditions:traffic light:green light
1833,so that it may enter another road.,ego car driving intention:vehicle lateral activity:enter another road
1851,The car is driving forward down the road.,ego car driving intention:vehicle longitudinal activity:driving forward
1644,at a red light.,traffic conditions:traffic light:red light
1697,so that it may stay on its current road as an exit ramp appears to its right.,road condition:availability:exit
1001,The car has parked and is awaiting a passenger,ego car driving intention:vehicle longitudinal activity:park
1135,because the light is green and traffic in front of the car is moving normally.,traffic conditions:traffic light:green light&interaction with other road users:lead vehicle:moving forward:normally
1039,The car has completed its maneuver to bypass the large stopped vehicle and is proceeding forward down the roadway.,ego car driving intention:vehicle longitudinal activity:passing&interaction with other road users:lead vehicle:stop
892,since it is trying to drive quicker.,ego car driving intention:vehicle lateral activity:accelerating
1771,because the light is red and pedestrians are crossing the street.,traffic conditions:traffic light:red light&interaction with other road users:pedestrians:crossing
1771,because the light is red and pedestrians are crossing the street.,traffic conditions:traffic light:red light&interaction with other road users:pedestrians:crossing
911,because it is parked on the side of the road.,ego car driving intention:vehicle longitudinal activity:park
1284,because the car is getting ready to turn.,ego car driving intention:vehicle lateral activity:turning
496,since it is trying move forward.,interaction with other road users:traffic:moving forward:normally
355,The car is making a right hand turn through an intersection.,ego car driving intention:vehicle lateral activity:turning
974,The car has arrived at the intersection and the light controlling the intersection is red.,traffic conditions:traffic light:red light
11,for the red light.,traffic conditions:traffic light:red light
734,since the road is bumpy.,road condition:speed regulations:speed bump
1119,because a car leaves the curb,unclassified
626,since the light ahead turns red.,traffic conditions:traffic light:red light
